"ClienteID","Edad","Genero","CategoríaProducto","FechaCompra","Precio","Cantidad","Descuento","MétodoPago","TotalVenta"
4167,44,"F","Electrónica",2023-08-06,278.44,4,27.53,"Transferencia",807.14
4168,33,"M","Alimentos",2023-02-04,292.16,5,16.34,"Cash",1222.11
4169,64,"F","Juguetes",2023-06-14,47.36,7,26.31,"Tarjeta",244.3
4170,44,"F","Hogar",2023-12-30,307.45,5,35.89,"Tarjeta",985.53
4171,26,"F","Electrónica",2023-08-02,453.04,1,36.53,"Tarjeta",287.54
4172,45,"F","Alimentos",2023-07-26,82.81,3,24.05,"Transferencia",188.68
4173,18,"M","Juguetes",2023-12-12,438.96,5,60.32,"Tarjeta",870.9
4174,67,"F","Juguetes",2023-01-28,17.53,4,62.02,"Cash",26.63
4175,59,"F","Hogar",2023-08-29,197.56,9,73.84,"Tarjeta",465.14
4176,44,"M","Electrónica",2023-08-06,5.24,10,94.72,"Tarjeta",2.77
4177,43,"M","Electrónica",2023-10-10,173.5,9,60.31,"Transferencia",619.76
4178,37,"M","Alimentos",2023-08-23,490.95,2,48.17,"Tarjeta",508.92
4179,67,"F","Ropa",2023-06-11,116.42,3,20.82,"Cash",276.54
4180,55,"F","Hogar",2023-11-01,100.19,10,48.03,"Transferencia",520.69
4181,28,"F","Electrónica",2023-01-29,442.21,10,38.2,"Transferencia",2732.86
4182,28,"F","Hogar",2023-03-28,341.5,9,21.1,"Cash",2424.99
4183,37,"F","Electrónica",2023-01-25,18.59,3,13.85,"Cash",48.05
4184,56,"F","Hogar",2023-12-09,377.23,6,43.33,"Cash",1282.66
4185,31,"F","Alimentos",2023-10-27,70.67,5,39.42,"Cash",214.06
4186,39,"M","Electrónica",2023-04-30,170.14,9,0,"Transferencia",1531.26
4187,41,"F","Electrónica",2023-07-01,372.09,6,50.26,"Transferencia",1110.47
4188,39,"M","Electrónica",2023-07-28,163.78,10,29.99,"Tarjeta",1146.62
4189,68,"M","Hogar",2023-07-27,493.98,7,61.25,"Tarjeta",1339.92
4190,23,"M","Hogar",2023-12-24,154.89,4,28.87,"Transferencia",440.69
4191,42,"M","Ropa",2023-03-19,158.83,4,56.22,"Transferencia",278.14
4192,41,"M","Alimentos",2023-03-01,34.27,3,4.94,"Cash",97.73
4193,68,"M","Electrónica",2023-12-11,445.5,10,92.72,"Cash",324.32
4194,43,"F","Hogar",2023-12-10,98.35,9,2.93,"Tarjeta",859.22
4195,19,"M","Hogar",2023-08-31,229.64,10,89.9,"Cash",231.94
4196,37,"F","Ropa",2023-10-17,75.84,1,66.18,"Transferencia",25.65
4197,30,"F","Hogar",2023-01-03,122.75,10,40.18,"Cash",734.29
4198,29,"F","Juguetes",2023-12-21,157.58,9,63.32,"Transferencia",520.2
4199,64,"M","Ropa",2023-05-02,237.78,5,12.39,"Transferencia",1041.6
4200,51,"F","Juguetes",2023-04-22,171.62,4,78.26,"Transferencia",149.24
4201,40,"F","Hogar",2023-04-20,128.91,8,2.45,"Cash",1006.01
4202,39,"M","Alimentos",2023-06-21,247.19,1,45.37,"Tarjeta",135.04
4203,23,"F","Ropa",2023-01-28,324.04,9,56.11,"Cash",1279.99
4204,33,"F","Ropa",2023-05-29,208.51,9,55.18,"Tarjeta",841.09
4205,42,"F","Juguetes",2023-10-22,236.72,4,6.36,"Tarjeta",886.66
4206,43,"M","Hogar",2023-03-22,325.41,8,25.79,"Cash",1931.89
4207,32,"F","Alimentos",2023-07-29,128.59,10,97.49,"Tarjeta",32.28
4208,58,"M","Ropa",2023-10-22,209.12,9,18.24,"Cash",1538.79
4209,68,"M","Ropa",2023-08-26,64.1,9,67.37,"Transferencia",188.24
4210,51,"M","Ropa",2023-07-20,277.13,8,22.51,"Transferencia",1717.98
4211,32,"M","Electrónica",2023-09-13,467.29,4,4.56,"Cash",1783.93
4212,25,"M","Ropa",2023-11-29,308.56,7,0,"Cash",2159.92
4213,22,"F","Ropa",2023-12-10,62.63,4,59.35,"Transferencia",101.84
4214,70,"F","Electrónica",2023-04-08,141.46,10,39.07,"Transferencia",861.92
4215,56,"F","Alimentos",2023-08-29,480.08,3,99.69,"Cash",4.46
4216,35,"F","Hogar",2023-10-15,453.29,8,10.42,"Cash",3248.46
4217,47,"M","Hogar",2023-08-22,41.49,2,38.4,"Tarjeta",51.12
4218,34,"M","Juguetes",2023-10-08,324.34,7,42,"Transferencia",1316.82
4219,49,"M","Juguetes",2023-08-14,42.61,4,76.84,"Tarjeta",39.47
4220,37,"F","Juguetes",2023-06-13,260.29,4,44.58,"Tarjeta",577.01
4221,62,"M","Alimentos",2023-06-19,291.4,1,65.51,"Transferencia",100.5
4222,31,"F","Ropa",2023-03-11,341.91,3,97.61,"Tarjeta",24.51
4223,37,"M","Juguetes",2023-09-28,161.02,4,91.29,"Tarjeta",56.1
4224,44,"F","Hogar",2023-07-27,56.64,2,18.82,"Tarjeta",91.96
4225,70,"M","Juguetes",2023-04-23,203.15,9,20.79,"Tarjeta",1448.24
4226,44,"F","Hogar",2023-10-13,303.05,9,80.05,"Cash",544.13
4227,44,"F","Juguetes",2023-10-25,218.65,8,84.67,"Tarjeta",268.15
4228,60,"F","Juguetes",2023-12-13,402.48,6,27.18,"Cash",1758.52
4229,60,"F","Juguetes",2023-11-20,376.57,7,33.5,"Cash",1752.93
4230,40,"M","Alimentos",2023-11-13,75.92,2,80.82,"Cash",29.12
4231,60,"M","Ropa",2023-03-07,267.67,4,77.25,NA,243.58
4232,46,"F","Electrónica",2023-12-03,91.29,9,30.14,"Cash",573.98
4233,24,"F","Ropa",2023-12-09,303.14,6,96.19,"Transferencia",69.3
4234,40,"F","Hogar",2023-07-05,106.59,10,12.35,"Cash",934.26
4235,56,"F","Juguetes",2023-09-08,195.6,9,94.26,"Transferencia",101.05
4236,24,"M","Electrónica",2023-04-07,450.46,4,92.44,"Tarjeta",136.22
4237,36,"F","Alimentos",2023-04-17,130.81,9,68.72,"Cash",368.26
4238,39,"M","Juguetes",2023-05-18,201.94,1,76.65,"Tarjeta",47.15
4239,48,"M","Alimentos",2023-12-18,99.99,1,27.85,"Transferencia",72.14
4240,59,"F","Ropa",2023-08-14,484.25,4,55.48,"Cash",862.35
4241,65,"F","Hogar",2023-06-20,198.19,2,21.69,"Transferencia",310.41
4242,47,"F","Electrónica",2023-10-02,72.88,5,87.91,"Cash",44.06
4243,60,"M","Ropa",2023-12-09,324.79,3,41.76,"Cash",567.47
4244,39,"F","Ropa",2023-05-08,70.48,7,48.75,"Transferencia",252.85
4245,45,"M","Hogar",2023-12-22,214.13,8,80.34,"Tarjeta",336.78
4246,18,"F","Electrónica",2023-03-13,64.93,4,51.11,"Tarjeta",126.98
4247,61,"F","Ropa",2023-12-26,160.7,2,18.52,"Cash",261.88
4248,45,"M","Juguetes",2023-02-10,140.57,9,11.46,"Transferencia",1120.15
4249,18,"M","Ropa",2023-11-18,87.59,6,0,"Transferencia",525.54
4250,69,"F","Hogar",2023-01-17,149.5,7,64.79,"Cash",368.47
4251,54,"F","Electrónica",2023-11-15,64.09,2,0,"Transferencia",128.18
4252,34,"F","Hogar",2023-10-09,394.85,8,28.46,"Transferencia",2259.81
4253,18,"F","Alimentos",2023-05-09,125.61,9,67.83,"Tarjeta",363.68
4254,36,"F","Hogar",2023-04-20,205.53,2,38.17,"Cash",254.16
4255,19,"M","Alimentos",2023-08-06,117.13,6,18.83,"Cash",570.45
4256,49,"F","Ropa",2023-09-18,256.18,10,88.84,"Transferencia",285.9
4257,18,"F","Ropa",2023-10-24,186.89,3,65.77,"Cash",191.92
4258,48,"M","Alimentos",2023-12-17,287.05,9,65.95,"Tarjeta",879.66
4259,26,"M","Electrónica",2023-11-02,472.81,5,97,"Tarjeta",70.92
4260,19,"M","Juguetes",2023-06-14,187.1,4,84.33,"Cash",117.27
4261,59,"F","Ropa",2023-12-03,107.36,2,67.01,"Transferencia",70.84
4262,62,"F","Alimentos",2023-04-26,202.76,6,61.98,"Transferencia",462.54
4263,69,"M","Ropa",2023-11-23,154.98,9,68.52,"Tarjeta",439.09
4264,19,"M","Juguetes",2023-03-06,492.01,8,36.27,"Tarjeta",2508.46
4265,43,"M","Ropa",2023-01-02,325.77,1,1.25,"Tarjeta",321.7
4266,37,"M","Juguetes",2023-05-15,190.31,3,13.96,"Tarjeta",491.23
4267,37,"M","Hogar",2023-12-02,421.25,6,19.26,"Transferencia",2040.7
4268,62,"M","Juguetes",2023-02-02,486.64,7,55.64,"Cash",1511.11
4269,62,"F","Electrónica",2023-05-18,491.34,4,55.18,"Transferencia",880.87
4270,62,"F","Juguetes",2023-09-10,281.01,6,66.51,"Transferencia",564.66
4271,26,"F","Alimentos",2023-10-03,95.86,9,55.45,"Transferencia",384.35
4272,29,"F","Electrónica",2023-11-09,69.66,1,79.54,"Cash",14.25
4273,52,"M","Alimentos",2023-06-20,305.33,5,50.02,"Cash",763.02
4274,55,"M","Ropa",2023-08-14,10.6,3,76.59,"Transferencia",7.44
4275,62,"M","Electrónica",2023-11-14,94.48,3,23.78,"Cash",216.04
4276,45,"M","Electrónica",2023-05-25,223.75,2,78.01,"Tarjeta",98.41
4277,47,"F","Ropa",2023-07-17,480.21,6,75.04,"Cash",719.16
4278,47,"M","Hogar",2023-11-08,319.92,2,4.65,"Transferencia",610.09
4279,40,"F","Alimentos",2023-05-04,431.39,5,98.88,"Transferencia",24.16
4280,65,"M","Alimentos",2023-08-31,416.77,3,33.91,"Tarjeta",826.33
4281,52,"M","Alimentos",2023-04-28,92.06,8,76.63,"Transferencia",172.12
4282,63,"M","Electrónica",2023-05-16,337.55,7,20.8,"Cash",1871.38
4283,40,"F","Juguetes",2023-11-05,494.95,7,70.74,"Transferencia",1013.76
4284,31,"M","Juguetes",2023-11-24,171.3,6,36.27,"Cash",655.02
4285,63,"M","Electrónica",2023-04-29,260.15,1,94.75,"Tarjeta",13.66
4286,66,"F","Alimentos",2023-02-04,47.36,5,12.07,"Tarjeta",208.22
4287,58,"M","Ropa",2023-06-10,52.41,5,63.58,"Transferencia",95.44
4288,68,"F","Alimentos",2023-10-29,350.22,9,17.33,"Transferencia",2605.74
4289,48,"M","Juguetes",2023-04-29,440.49,7,21.28,"Tarjeta",2427.28
4290,47,"M","Electrónica",2023-04-24,416.57,9,49.01,"Transferencia",1911.68
4291,45,"F","Ropa",2023-05-21,92.2,10,89.74,"Tarjeta",94.6
4292,33,"M","Alimentos",2023-11-21,14.58,5,37.99,"Transferencia",45.21
4293,70,"M","Ropa",2023-10-20,45.16,1,11.79,"Transferencia",39.84
4294,39,"M","Juguetes",2023-03-15,131.04,7,75.94,"Tarjeta",220.7
4295,38,"M","Juguetes",2023-04-11,365.12,6,45.23,"Tarjeta",1199.86
4296,46,"F","Alimentos",2023-10-18,136.14,1,46.1,"Tarjeta",73.38
4297,49,"F","Ropa",2023-10-20,14.41,1,67.71,"Transferencia",4.65
4298,21,"F","Ropa",2023-08-25,300.7,2,66.07,"Tarjeta",204.06
4299,70,"M","Alimentos",2023-12-15,356.67,9,18.68,"Tarjeta",2610.4
4300,29,"M","Alimentos",2023-10-17,257.15,4,76.8,"Transferencia",238.64
4301,20,"F","Juguetes",2023-12-15,52.45,10,6.3,"Transferencia",491.46
4302,31,"F","Alimentos",2023-05-02,320.1,3,20.22,"Transferencia",766.13
4303,62,"M","Electrónica",2023-05-20,165.21,8,87.37,"Tarjeta",166.93
4304,47,"M","Electrónica",2023-03-12,475.2,2,20.29,"Transferencia",757.56
4305,31,"M","Hogar",2023-06-15,283.94,2,12.03,"Cash",499.56
4306,35,"M","Electrónica",2023-04-27,312.39,5,38.13,"Transferencia",966.38
4307,59,"M","Electrónica",2023-11-20,497.7,10,48.72,"Cash",2552.21
4308,69,"F","Electrónica",2023-10-13,485.57,4,2.79,"Tarjeta",1888.09
4309,27,"M","Hogar",2023-07-03,362.33,4,52.96,"Transferencia",681.76
4310,47,"M","Juguetes",2023-01-11,157.64,10,41.68,"Cash",919.36
4311,67,"M","Juguetes",2023-04-07,294.48,6,3.24,"Tarjeta",1709.63
4312,42,"M","Ropa",2023-02-11,383.57,7,72.33,"Transferencia",742.94
4313,33,"F","Hogar",2023-06-05,462.09,7,15.06,"Tarjeta",2747.49
4314,44,"M","Ropa",2023-09-12,446.53,2,83.85,"Cash",144.23
4315,61,"M","Ropa",2023-04-29,19.48,2,20.78,"Tarjeta",30.86
4316,43,"F","Hogar",2023-04-06,478.86,7,56.73,"Transferencia",1450.42
4317,70,"M","Juguetes",2023-08-14,376.23,9,17.86,"Tarjeta",2781.32
4318,43,"M","Juguetes",2023-07-13,362.98,9,13.81,"Cash",2815.67
4319,41,"F","Juguetes",2023-07-03,187.94,6,61.42,"Transferencia",435.04
4320,48,"F","Alimentos",2023-05-13,328.31,4,4.29,NA,1256.9
4321,58,"F","Ropa",2023-06-13,456.35,8,13.42,"Cash",3160.86
4322,49,"F","Hogar",2023-08-05,42.92,10,40.79,"Transferencia",254.13
4323,44,"F","Alimentos",2023-09-23,281.61,10,62.08,"Cash",1067.87
4324,27,"M","Juguetes",2023-02-23,315.19,6,23.87,"Tarjeta",1439.72
4325,43,"M","Alimentos",2023-03-16,322.88,8,91.96,"Tarjeta",207.68
4326,69,"F","Juguetes",2023-10-29,488.69,7,14.45,"Transferencia",2926.52
4327,27,"M","Alimentos",2023-10-04,247.987691836735,3,12.17,"Cash",653.42
4328,19,"F","Juguetes",2023-02-04,172.97,4,17.04,"Cash",573.98
4329,23,"F","Alimentos",2023-08-18,24.96,7,4.65,"Transferencia",166.6
4330,45,"M","Hogar",2023-10-12,36.63,4,0,"Transferencia",146.52
4331,19,"F","Electrónica",2023-11-05,346.59,10,43.71,NA,1950.96
4332,62,"F","Hogar",2023-02-13,413.02,8,93.45,"Cash",216.42
4333,44,"M","Juguetes",2023-01-19,376.19,10,55.05,"Tarjeta",1690.97
4334,35,"M","Hogar",2023-12-13,182.63,2,32.69,"Tarjeta",245.86
4335,35,"F","Electrónica",2023-05-26,46.7,4,74.73,"Transferencia",47.2
4336,28,"M","Juguetes",2023-12-27,16.72,1,79.05,"Transferencia",3.5
4337,24,"M","Alimentos",2023-01-01,141.63,4,47.7,"Cash",296.29
4338,31,"M","Alimentos",2023-05-04,112.88,2,11.96,"Cash",198.76
4339,67,"F","Ropa",2023-10-05,70.54,2,0.36,"Cash",140.57
4340,55,"F","Alimentos",2023-11-02,8.18,5,31.62,"Tarjeta",27.97
4341,51,"F","Electrónica",2023-11-27,368.8,8,4.12,"Cash",2828.84
4342,65,"M","Ropa",2023-03-13,157.93,4,89.65,"Cash",65.38
4343,35,"F","Juguetes",2023-11-03,320.76,6,38.96,"Tarjeta",1174.75
4344,41,"F","Hogar",2023-09-11,211.38,2,45.04,"Cash",232.35
4345,26,"M","Alimentos",2023-10-10,247.987691836735,8,81.03,"Tarjeta",376.35
4346,58,"M","Alimentos",2023-11-13,203.39,6,22.57,"Transferencia",944.91
4347,18,"M","Electrónica",2023-02-26,275.75,5,78.4,"Tarjeta",297.81
4348,51,"F","Hogar",2023-09-09,429.91,1,38.53,"Cash",264.27
4349,67,"M","Hogar",2023-03-07,444.31,8,9.47,"Cash",3217.87
4350,46,"F","Hogar",2023-01-07,377.94,7,29.09,"Cash",1875.98
4351,43,"F","Juguetes",2023-05-29,145.31,6,27.17,NA,634.98
4352,55,"M","Juguetes",2023-09-08,473.38,9,62.31,"Cash",1605.75
4353,67,"F","Ropa",2023-11-10,76.14,7,51.93,"Tarjeta",256.2
4354,52,"M","Hogar",2023-03-08,477.8,9,37.18,"Tarjeta",2701.39
4355,34,"F","Electrónica",2023-06-28,446.34,9,40.66,"Transferencia",2383.72
4356,51,"F","Alimentos",2023-01-04,195.43,4,58.93,"Cash",321.05
4357,19,"M","Electrónica",2023-12-17,424.99,9,89.51,"Tarjeta",401.23
4358,55,"M","Electrónica",2023-05-25,369.32,2,20.19,"Transferencia",589.51
4359,55,"F","Ropa",2023-01-28,142.33,6,39.13,"Tarjeta",519.82
4360,49,"M","Hogar",2023-02-23,373.52,7,9.89,"Cash",2356.05
4361,31,"F","Alimentos",2023-06-19,247.987691836735,5,29.02,"Tarjeta",880.11
4362,18,"F","Hogar",2023-04-20,256.97,5,2.75,"Transferencia",1249.52
4363,53,"M","Hogar",2023-03-06,436.21,6,50.73,"Cash",1289.52
4364,37,"M","Juguetes",2023-05-08,107.47,1,17.53,"Tarjeta",88.63
4365,30,"M","Hogar",2023-09-17,132.7,1,16.64,"Tarjeta",110.62
4366,64,"F","Alimentos",2023-06-12,426.03,8,11.23,"Transferencia",3025.49
4367,60,"F","Hogar",2023-12-18,164.1,6,0.19,"Transferencia",982.73
4368,56,"F","Hogar",2023-01-15,77.74,10,35.68,"Transferencia",500.02
4369,45,"F","Hogar",2023-04-01,411.44,1,49.42,"Cash",208.11
4370,39,"F","Electrónica",2023-02-15,319.41,4,79.59,"Cash",260.77
4371,61,"M","Alimentos",2023-07-08,272.05,4,47.94,"Tarjeta",566.52
4372,53,"M","Ropa",2023-09-12,254.1,2,45.95,"Transferencia",274.68
4373,52,"M","Alimentos",2023-05-13,197.56,8,32.57,"Tarjeta",1065.72
4374,34,"M","Ropa",2023-01-15,322.05,7,58.09,"Cash",944.8
4375,23,"F","Electrónica",2023-10-06,282.05,6,59.88,"Transferencia",678.95
4376,51,"F","Electrónica",2023-01-20,144.51,5,3.72,"Cash",695.67
4377,55,"F","Hogar",2023-10-01,112.95,8,11.04,"Tarjeta",803.84
4378,64,"M","Electrónica",2023-03-01,357.86,9,11.51,"Tarjeta",2850.03
4379,31,"M","Hogar",2023-01-04,115.25,10,44.09,"Tarjeta",644.36
4380,25,"F","Hogar",2023-08-30,343.54,6,36.17,"Transferencia",1315.69
4381,52,"F","Juguetes",2023-07-04,337.85,5,59.97,"Cash",676.21
4382,57,"F","Juguetes",2023-03-12,264.35,9,7.09,"Transferencia",2210.47
4383,25,"F","Alimentos",2023-06-10,496.17,3,29.4,"Transferencia",1050.89
4384,23,"F","Alimentos",2023-12-12,133.89,7,46.64,"Tarjeta",500.11
4385,43,"F","Juguetes",2023-08-19,134.94,3,26.88,"Cash",296
4386,69,"F","Alimentos",2023-04-29,275.12,10,33.6,"Cash",1826.8
4387,60,"M","Juguetes",2023-09-09,64.19,3,48.93,"Cash",98.35
4388,21,"F","Juguetes",2023-11-14,154.66,3,44.05,"Transferencia",259.6
4389,28,"F","Alimentos",2023-02-04,476.88,10,61.91,"Transferencia",1816.44
4390,37,"F","Hogar",2023-01-21,50.43,5,68.67,NA,79
4391,41,"M","Hogar",2023-02-09,366.96,3,64.77,"Cash",387.84
4392,40,"M","Electrónica",2023-02-26,92.29,5,48.74,"Tarjeta",236.54
4393,21,"F","Electrónica",2023-05-05,428.2,2,79.26,"Cash",177.62
4394,66,"M","Electrónica",2023-06-22,92.45,4,82.18,"Tarjeta",65.9
4395,21,"M","Hogar",2023-07-28,312.15,3,47.53,"Tarjeta",491.36
4396,37,"M","Ropa",2023-10-22,59.66,9,48.38,"Cash",277.17
4397,44,"F","Alimentos",2023-04-22,271.06,10,6.18,"Tarjeta",2543.08
4398,18,"F","Hogar",2023-11-23,187.92,10,73.1,"Transferencia",505.5
4399,32,"F","Electrónica",2023-11-13,91.68,6,77.18,"Transferencia",125.53
4400,33,"M","Alimentos",2023-02-22,293.38,9,38.72,"Tarjeta",1618.05
4401,51,"F","Juguetes",2023-04-29,285.23,10,88.63,"Transferencia",324.31
4402,35,"M","Hogar",2023-08-28,76.7,8,0,"Transferencia",613.6
4403,69,"M","Electrónica",2023-05-14,365.19,5,44.86,"Transferencia",1006.83
4404,28,"M","Alimentos",2023-08-18,446.08,9,22.9,"Cash",3095.35
4405,50,"M","Hogar",2023-01-10,101.41,6,85.29,"Tarjeta",89.5
4406,30,"F","Electrónica",2023-11-02,11.33,6,76.41,"Cash",16.04
4407,18,"F","Electrónica",2023-09-28,354.89,3,95.79,"Transferencia",44.82
4408,69,"F","Juguetes",2023-07-07,95.92,10,49,"Tarjeta",489.19
4409,52,"M","Ropa",2023-02-03,359.04,3,93.51,"Transferencia",69.91
4410,37,"M","Alimentos",2023-11-26,401.41,2,81.34,"Cash",149.81
4411,29,"M","Juguetes",2023-01-09,448.25,5,24.12,"Cash",1700.66
4412,33,"F","Hogar",2023-10-31,440.75,10,19.54,"Cash",3546.27
4413,50,"F","Juguetes",2023-12-27,275.68,6,8.93,"Tarjeta",1506.37
4414,40,"F","Electrónica",2023-07-14,321.47,1,89.24,"Cash",34.59
4415,19,"M","Electrónica",2023-04-14,324.99,1,48.78,"Cash",166.46
4416,21,"M","Alimentos",2023-12-10,212.54,5,20.39,"Cash",846.02
4417,22,"M","Juguetes",2023-08-10,421.1,4,69.55,NA,512.9
4418,36,"M","Ropa",2023-07-20,452.75,10,31.57,"Transferencia",3098.17
4419,52,"F","Hogar",2023-10-19,452.03,1,32.27,"Cash",306.16
4420,51,"F","Juguetes",2023-11-06,79.18,7,77.04,"Transferencia",127.26
4421,57,"F","Hogar",2023-04-06,16.89,9,22.24,"Cash",118.2
4422,37,"M","Alimentos",2023-12-06,195.8,2,33.18,"Cash",261.67
4423,43,"M","Alimentos",2023-02-24,236.62,3,2.26,"Tarjeta",693.82
4424,59,"M","Alimentos",2023-11-27,38.36,7,58.06,"Tarjeta",112.62
4425,44,"M","Alimentos",2023-02-26,279.91,1,79.73,"Tarjeta",56.74
4426,68,"M","Juguetes",2023-09-29,320.57,5,16.38,"Tarjeta",1340.3
4427,54,"M","Juguetes",2023-06-10,93.86,10,0,"Cash",938.6
4428,39,"M","Juguetes",2023-09-22,186.77,4,24.38,"Tarjeta",564.94
4429,21,"M","Hogar",2023-09-07,329.96,7,32.76,"Cash",1553.06
4430,49,"F","Alimentos",2023-05-26,370.67,10,64.91,"Tarjeta",1300.68
4431,32,"M","Ropa",2023-02-18,93.94,6,19.77,"Transferencia",452.21
4432,20,"F","Hogar",2023-05-28,247.987691836735,3,49.08,"Transferencia",378.83
4433,64,"M","Alimentos",2023-03-12,92.78,7,37.31,"Tarjeta",407.15
4434,56,"F","Juguetes",2023-06-22,437.68,10,10.95,"Cash",3897.54
4435,32,"F","Hogar",2023-06-09,399.9,7,83.9,"Transferencia",450.69
4436,42,"F","Hogar",2023-11-26,262.2,8,40.38,"Tarjeta",1250.59
4437,41,"M","Ropa",2023-08-23,128.89,7,27.39,"Cash",655.11
4438,51,"F","Alimentos",2023-10-10,222.52,5,38.69,"Tarjeta",682.14
4439,60,"F","Ropa",2023-10-13,419.7,1,71.99,"Cash",117.56
4440,57,"F","Hogar",2023-10-27,335.72,7,20.43,"Transferencia",1869.93
4441,69,"M","Hogar",2023-02-17,195.06,5,79.1,"Transferencia",203.84
4442,51,"M","Electrónica",2023-10-16,436.49,8,23.29,"Tarjeta",2678.65
4443,67,"F","Alimentos",2023-10-13,102.93,7,58.84,"Cash",296.56
4444,39,"M","Ropa",2023-05-25,400.4,3,23.01,"Transferencia",924.8
4445,36,"M","Juguetes",2023-04-12,194.79,9,34.77,"Cash",1143.55
4446,63,"M","Electrónica",2023-07-25,190.13,7,60.78,"Cash",521.98
4447,59,"M","Hogar",2023-08-19,195.98,4,86.79,"Cash",103.56
4448,20,"F","Electrónica",2023-09-20,32.72,10,93.4,"Tarjeta",21.6
4449,19,"M","Electrónica",2023-11-11,128.24,7,31.7,"Cash",613.12
4450,55,"F","Electrónica",2023-01-24,267.83,7,75.4,"Transferencia",461.2
4451,49,"M","Hogar",2023-01-13,65.74,7,17.47,"Tarjeta",379.79
4452,70,"F","Alimentos",2023-06-23,454.09,5,85.15,"Cash",337.16
4453,28,"F","Alimentos",2023-11-17,11.77,7,69.48,"Cash",25.15
4454,29,"M","Electrónica",2023-08-13,440.54,9,58.75,"Cash",1635.5
4455,35,"F","Electrónica",2023-03-07,300.79,5,32.12,"Tarjeta",1020.88
4456,47,"F","Alimentos",2023-01-30,150.12,10,37.19,"Tarjeta",942.9
4457,24,"M","Hogar",2023-06-18,262.09,4,98.49,"Transferencia",15.83
4458,30,"M","Ropa",2023-01-07,49.01,7,68.15,"Transferencia",109.27
4459,30,"F","Alimentos",2023-03-29,247.987691836735,1,36.98,"Cash",156.28
4460,28,"F","Electrónica",2023-04-13,488.77,7,71.23,"Transferencia",984.33
4461,30,"M","Hogar",2023-08-26,98.05,6,37.79,"Transferencia",365.98
4462,38,"F","Hogar",2023-07-12,429.62,2,66.96,"Transferencia",283.89
4463,63,"F","Hogar",2023-05-04,56.76,10,23.62,"Cash",433.53
4464,44,"M","Hogar",2023-04-15,109.28,4,33.76,"Tarjeta",289.55
4465,33,"M","Ropa",2023-11-09,69.91,2,48.51,"Transferencia",71.99
4466,62,"M","Electrónica",2023-04-25,229.49,1,21.08,"Tarjeta",181.11
4467,70,"M","Electrónica",2023-11-12,9.8,9,8.2,"Transferencia",80.97
4468,18,"F","Hogar",2023-07-04,212.36,9,16.38,"Cash",1598.18
4469,24,"F","Juguetes",2023-06-19,6.1,6,8.99,"Cash",33.31
4470,52,"F","Hogar",2023-11-03,292.21,4,43.75,"Cash",657.47
4471,47,"M","Electrónica",2023-01-18,260.09,3,8.21,"Tarjeta",716.21
4472,33,"F","Ropa",2023-02-17,408.62,7,35.49,"Transferencia",1845.21
4473,27,"F","Electrónica",2023-06-07,141.4,3,36.81,"Transferencia",268.05
4474,34,"F","Electrónica",2023-04-14,114.79,1,0,"Cash",114.79
4475,18,"F","Ropa",2023-09-17,268.15,4,7.6,"Tarjeta",991.08
4476,53,"M","Alimentos",2023-08-02,242.7,10,64.43,"Cash",863.28
4477,42,"F","Alimentos",2023-06-10,357.42,1,96.55,"Cash",12.33
4478,19,"M","Electrónica",2023-02-21,135.52,7,79.07,"Tarjeta",198.55
4479,51,"M","Electrónica",2023-10-11,442.34,8,0.92,"Cash",3506.16
4480,54,"M","Electrónica",2023-06-22,417.32,6,76.54,"Cash",587.42
4481,22,"F","Alimentos",2023-04-11,79.74,8,25.41,"Tarjeta",475.82
4482,68,"F","Electrónica",2023-08-29,477.59,2,65.21,"Transferencia",332.31
4483,63,"M","Juguetes",2023-09-25,191.06,10,10.11,"Tarjeta",1717.44
4484,24,"M","Ropa",2023-04-21,137.41,9,64.07,"Transferencia",444.34
4485,51,"F","Electrónica",2023-01-13,332.23,9,62.96,"Tarjeta",1107.52
4486,63,"F","Hogar",2023-11-14,167.89,3,24.02,"Tarjeta",382.69
4487,53,"M","Hogar",2023-04-09,152.62,3,41.22,"Transferencia",269.13
4488,61,"M","Alimentos",2023-07-06,348.87,6,22.3,"Cash",1626.43
4489,57,"M","Juguetes",2023-08-31,318.06,8,70.31,"Cash",755.46
4490,65,"F","Alimentos",2023-07-16,469.76,10,54.3,"Cash",2146.8
4491,36,"F","Hogar",2023-03-16,423.12,2,60.48,"Transferencia",334.43
4492,50,"M","Hogar",2023-06-30,359.55,9,65.11,"Tarjeta",1129.02
4493,46,"F","Electrónica",2023-05-23,342.3,3,84.47,"Tarjeta",159.48
4494,37,"F","Juguetes",2023-05-09,294.45,1,56.99,"Tarjeta",126.64
4495,39,"F","Juguetes",2023-12-20,375.15,3,41.88,"Cash",654.11
4496,32,"F","Hogar",2023-07-09,68.11,4,65.97,"Tarjeta",92.71
4497,28,"M","Ropa",2023-04-14,247.987691836735,5,15.16,"Transferencia",1051.96
4498,67,"M","Hogar",2023-06-27,6.27,4,87.21,"Transferencia",3.21
4499,44,"F","Hogar",2023-09-11,495.28,4,70.24,"Tarjeta",589.58
4500,20,"F","Ropa",2023-12-17,39.39,4,36.97,"Cash",99.31
4501,41,"F","Alimentos",2023-12-05,9.41,6,21.92,"Tarjeta",44.08
4502,21,"F","Hogar",2023-08-21,16.9,6,75.88,"Cash",24.46
